"UKPRN","HE provider","First class honours","Upper second class honours","Lower second class honours","Third class honours/Pass","Unclassified","First degree"
"10007151","The University of Lincoln","675","1,605","620","220","50","3,170"
"10003956","Liverpool Hope University","180","485","290","50","0","1,005"
"10003957","Liverpool John Moores University","1,235","2,405","965","190","0","4,790"
"10003945","The Liverpool Institute for Performing Arts","70","110","30","5","0","210"
"10006842","The University of Liverpool","1,555","2,640","870","230","495","5,790"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0"
"10007820","Grŵp Llandrillo Menai","25","30","20","5","25","105"
"10007162","University of the Arts, London","870","1,790","1,050","350","45","4,105"
"10004060","London School of Business and Finance (UK) Limited","0","0","0","0","0","0"
"10013109","London Bridge Business Academy","0","0","0","0","0","0"
"10007769","London Business School","0","0","0","0","0","0"
"10030391","London Churchill College Ltd","0","0","0","0","0","0"
"10018361","City of London College","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0"
"10039082","City and Guilds of London Art School","5","10","0","0","0","15"
"10057951","London College of Creative Media Limited","20","30","10","0","0","60"
"10015506","The London College UCK","20","55","30","15","0","115"
"10004048","London Metropolitan University","400","755","720","335","0","2,215"
"10032594","London School of Academics Ltd","0","0","0","0","0","0"
"10004078","London South Bank University","740","1,125","720","125","70","2,775"
"10004063","London School of Economics and Political Science","445","900","145","25","0","1,510"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0"
"10022285","London School of Management Education","0","0","0","0","0","0"
"10004075","London School of Theology","10","20","15","0","0","45"
"10022944","Stratford College London Limited","0","0","0","0","0","0"
"10004079","London Studio Centre","30","60","10","0","0","105"
"10000939","West London College","0","0","0","0","95","95"
"10008289","The London Institute of Banking & Finance","10","30","25","0","0","65"
"10004113","Loughborough University","825","1,795","440","50","0","3,110"
"10009612","Luther King House Educational Trust","0","5","5","5","0","15"
"10004180","The Manchester Metropolitan University","1,860","2,920","1,520","490","0","6,795"
"10007798","The University of Manchester","2,125","3,495","1,025","235","470","7,355"
"10009527","Istituto Marangoni Limited","40","90","35","5","0","175"
"10023452","The Markfield Institute of Higher Education","0","10","5","0","0","15"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","15","15"
"10020416","Mattersey Hall","0","15","10","0","0","30"
"10030776","St Mellitus College","5","45","15","0","0","65"
"10004320","The Metanoia Institute","5","15","5","0","0","25"
"10004351","Middlesex University","935","1,745","940","355","0","3,970"
"10004365","Millennium Performing Arts Ltd","0","5","0","0","0","5"
"10004450","Mountview Academy of Theatre Arts","10","60","25","0","0","95"
"10023777","Mont Rose College of Management and Sciences","0","5","25","40","0","65"
"10023454","Moorlands College","15","35","15","0","0","65"
"10000216","All Nations Christian College","5","5","0","0","0","10"
"10004538","Nazarene Theological College","0","5","5","0","0","15"
"10030129","Nelson College London Ltd","0","5","40","45","0","90"
"10007799","Newcastle University","995","2,465","665","130","355","4,610"
"10048199","New College of the Humanities","10","20","5","0","0","35"
"10007832","Newman University","105","270","170","30","0","575"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","0","0"
"10008397","Norland College","20","30","10","5","0","65"
"10007138","The University of Northampton","590","1,295","705","150","0","2,740"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0"
"10004740","Northern College of Acupuncture","5","10","15","0","0","30"
"10001282","University of Northumbria at Newcastle","1,795","2,855","1,095","295","10","6,050"
"10004775","Norwich University of the Arts","195","225","120","40","0","580"
"10007154","University of Nottingham","1,910","3,295","775","130","460","6,575"
"10004797","The Nottingham Trent University","1,315","2,990","1,455","230","120","6,110"
"10010227","Oak Hill College","5","25","5","0","0","35"
"10007773","The Open University","1,915","4,245","3,345","1,910","980","12,400"
"10023445","ICOM","0","5","5","0","0","10"
"10004930","Oxford Brookes University","675","1,620","735","55","150","3,230"
"10020439","Oxford Business College","0","0","0","0","0","0"
"10007774","The University of Oxford","1,030","1,820","165","25","190","3,225"
"10006243","St Patrick's International College","0","0","0","0","0","0"
"10042570","Pearson College","20","30","10","0","0","60"
"10005127","Plymouth College of Art","60","110","75","35","0","285"
"10007801","University of Plymouth","1,155","2,175","1,105","145","295","4,870"
"10019178","Point Blank Music School","0","5","0","0","0","5"
"10007155","The University of Portsmouth","1,265","2,455","1,075","175","80","5,045"
"10005337","Queen Margaret University, Edinburgh","115","330","110","10","110","670"
"10007775","Queen Mary University of London","890","1,575","480","130","355","3,435"
"10005544","Royal Academy of Dance","10","10","15","0","0","35"
"10005389","Ravensbourne University London","100","255","150","35","0","545"
"10005470","Richmond, The American International University in London","25","65","35","25","0","150"
"10007802","The University of Reading","740","1,510","525","70","0","2,850"
"10003331","Regent's University London","85","200","165","10","5","465"
"10021100","Regents Theological College","5","10","10","0","0","25"
"10008455","Regent College","0","0","0","0","0","0"
"10005500","Robert Gordon University","395","620","350","165","785","2,315"
"10007776","Roehampton University","270","905","470","60","0","1,705"
"10005523","Rose Bruford College of Theatre and Performance","55","100","30","5","0","185"
"10007835","Royal Academy of Music","60","20","5","0","0","90"
"10005545","Royal Agricultural University","50","145","80","25","0","300"
"10007777","Royal College of Art","0","0","0","0","0","0"
"10007778","Royal College of Music","40","40","15","0","0","95"
"10005561","Royal Conservatoire of Scotland","30","45","10","10","100","195"
"10007816","The Royal Central School of Speech and Drama","60","115","15","0","0","190"
"10005553","Royal Holloway and Bedford New College","520","1,175","360","65","0","2,120"
"10007837","Royal Northern College of Music","60","80","20","0","5","165"
"10007779","The Royal Veterinary College","20","55","20","5","215","315"
"10007803","The University of St Andrews","465","925","115","55","15","1,570"
"10007839","SAE Education Limited","55","110","80","95","10","350"
"10007782","St George's, University of London","105","250","105","10","280","750"
"10008026","St Mary's University College","40","155","35","5","0","230"
"10007843","St Mary's University, Twickenham","230","550","255","40","0","1,075"
"10007156","The University of Salford","1,110","1,390","825","270","85","3,675"
"10021256","The Salvation Army","0","0","0","0","0","0"
"10008362","London School of Science and Technology Limited","30","15","20","5","0","75"
"10007780","SOAS University of London","160","400","115","25","0","695"
"10005700","SRUC","15","50","45","80","0","190"
"10005790","Sheffield Hallam University","1,795","3,050","1,230","360","15","6,450"
"10007157","The University of Sheffield","1,195","2,795","795","155","300","5,245"
"10053279","The Sherwood Institute","10","15","0","5","0","25"
"10005916","Slough Borough Council","10","15","0","0","0","25"
"10006022","Solent University","685","1,175","595","150","0","2,610"
"10007158","The University of Southampton","1,145","2,255","655","60","205","4,320"
"10006093","Spurgeon's College","5","15","5","5","0","25"
"10006299","Staffordshire University","785","1,105","615","255","0","2,765"
"10007804","The University of Stirling","375","830","290","20","445","1,960"
"10037449","University of St Mark and St John","100","280","180","25","0","585"
"10008010","Stranmillis University College","65","165","50","5","0","285"
"10007805","The University of Strathclyde","755","1,415","410","65","340","2,985"
"10014001","University of Suffolk","165","405","255","35","0","860"
"10007159","The University of Sunderland","530","1,330","790","140","170","2,965"
"10007160","The University of Surrey","1,195","1,100","330","65","0","2,690"
"10007806","The University of Sussex","710","1,485","600","100","100","2,995"
"10007855","Swansea University","975","1,800","715","80","120","3,695"
"10007161","Teesside University","745","1,225","805","205","0","2,975"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","55","105","20","0","0","180"
"10007858","University of Wales Trinity Saint David","450","745","440","100","0","1,730"
"10007114","University of the Highlands and Islands","100","160","95","20","455","830"
"10007807","Ulster University","1,060","2,415","1,115","135","0","4,730"
"10039956","The University of Law","15","65","60","20","0","160"
"10007784","University College London","1,705","2,225","360","30","335","4,655"
"10007793","University of South Wales","945","1,810","1,080","265","120","4,225"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0"
"10007163","The University of Warwick","995","2,015","455","100","170","3,735"
"10007361","Waverley Abbey College","0","10","5","0","0","15"
"10007164","University of the West of England, Bristol","1,255","2,795","1,145","210","150","5,555"
"10007800","The University of the West of Scotland","325","820","425","60","2,995","4,625"
"10032288","West Dean College","0","0","0","0","0","0"
"10006566","The University of West London","615","775","435","100","20","1,945"
"10007165","The University of Westminster","915","1,950","910","210","10","3,995"
"10003614","The University of Winchester","340","1,080","360","50","0","1,830"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","0","0"
"10007166","The University of Wolverhampton","975","1,285","850","420","0","3,530"
"10007139","University of Worcester","365","880","475","180","0","1,900"
"10007657","Writtle University College","15","80","60","15","0","170"
"10007713","York St John University","270","720","410","130","0","1,530"
"10007167","The University of York","880","1,880","515","145","55","3,475"
