"UKPRN","HE provider","First class honours","Upper second class honours","Lower second class honours","Third class honours/Pass","Unclassified","First degree"
"10001478","City, University of London","755","1,375","485","50","45","2,710"
"10007912","Cliff College","0","5","0","0","0","10"
"10001653","Conservatoire for Dance and Drama","90","85","5","0","25","210"
"10007761","Courtauld Institute of Art","25","40","0","0","0","65"
"10034324","Court Theatre Training Company Ltd","10","10","0","0","0","20"
"10001726","Coventry University","2,530","3,495","1,425","165","180","7,795"
"10007822","Cranfield University","0","0","0","0","0","0"
"10006427","University for the Creative Arts","530","520","150","45","0","1,245"
"10007842","University of Cumbria","425","655","370","115","0","1,560"
"10001883","De Montfort University","2,205","2,375","975","230","305","6,095"
"10007851","University of Derby","1,130","1,465","795","245","20","3,650"
"10007852","The University of Dundee","475","730","250","30","900","2,380"
"10007143","University of Durham","1,750","2,180","205","15","0","4,155"
"10007789","The University of East Anglia","1,050","1,615","400","20","165","3,260"
"10007144","The University of East London","770","885","420","105","0","2,180"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","0","5","0","5","10"
"10007823","Edge Hill University","775","1,295","545","110","10","2,735"
"10007772","Edinburgh Napier University","550","940","285","30","810","2,615"
"10007790","The University of Edinburgh","1,955","2,105","320","15","575","4,965"
"10022047","Empire College London Limited","0","0","0","0","0","0"
"10007791","The University of Essex","1,050","1,640","620","70","15","3,395"
"10008173","University College of Estate Management","40","90","40","15","0","185"
"10007792","The University of Exeter","1,840","2,680","390","55","105","5,070"
"10008640","Falmouth University","440","855","345","50","0","1,690"
"10033187","Fairfield School of Business Ltd","0","10","15","5","0","25"
"10045476","Met Film School Limited","15","40","5","5","0","60"
"10004511","The National Film and Television School","0","0","0","0","0","0"
"10038763","ForMission Ltd","0","5","15","10","0","30"
"10022087","Futureworks","50","50","20","5","0","125"
"10007762","Glasgow Caledonian University","710","1,195","275","15","880","3,075"
"10002681","Glasgow School of Art","125","175","50","45","0","395"
"10007794","The University of Glasgow","1,345","1,915","295","15","695","4,265"
"10007145","University of Gloucestershire","600","840","305","55","0","1,800"
"10007833","Glyndŵr University","310","225","80","35","20","670"
"10002718","Goldsmiths College","555","855","210","25","0","1,645"
"10030408","Gower College Swansea","0","0","0","0","0","0"
"10007146","The University of Greenwich","1,280","1,680","585","65","25","3,640"
"10007825","Guildhall School of Music and Drama","65","95","10","0","5","175"
"10040812","Harper Adams University","130","275","100","5","35","545"
"10080811","Hartpury University","95","145","95","20","10","365"
"10007764","Heriot-Watt University","565","860","235","20","210","1,895"
"10007147","University of Hertfordshire","1,570","1,875","900","250","0","4,595"
"10007148","The University of Huddersfield","1,500","1,590","565","115","70","3,840"
"10007149","The University of Hull","1,150","1,620","580","85","105","3,545"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0"
"10003270","Imperial College of Science, Technology and Medicine","1,390","845","120","15","280","2,650"
"10004023","London College of International Business Studies Ltd","0","0","0","0","0","0"
"10013220","Institute of Art - London Limited","0","0","0","0","0","0"
"10067388","The Institute of Ismaili Studies","0","0","0","0","0","0"
"10035638","Institute of Contemporary Music Performance","85","80","25","5","10","205"
"10029682","The Islamic College","0","5","0","0","0","10"
"10021682","Kaplan Open Learning","15","25","20","0","0","60"
"10007767","Keele University","610","880","335","50","120","1,995"
"10003566","Kensington College of Business","0","5","15","5","0","20"
"10007150","The University of Kent","1,330","2,330","585","75","0","4,320"
"10003645","King's College London","1,880","2,075","335","55","570","4,915"
"10008325","KLC School of Design","0","5","0","0","0","5"
"10003678","Kingston University","1,135","1,215","575","160","25","3,105"
"10003758","LAMDA Limited","35","5","0","0","0","40"
"10007768","The University of Lancaster","1,005","1,465","340","45","45","2,900"
"10066551","LCCM AU UK Limited","20","30","5","0","0","55"
"10003854","Leeds Arts University","135","275","115","10","0","535"
"10003861","Leeds Beckett University","1,355","1,885","705","85","30","4,055"
"10003798","Le Cordon Bleu Limited","0","0","0","0","0","0"
"10034449","Leeds Conservatoire","110","145","40","5","5","300"
"10007795","The University of Leeds","2,520","3,085","560","70","340","6,580"
"10003863","Leeds Trinity University","240","315","90","5","5","660"
"10007796","The University of Leicester","1,165","1,605","375","45","190","3,380"
"10007151","The University of Lincoln","1,155","1,780","610","135","45","3,725"
"10003956","Liverpool Hope University","285","475","210","15","0","985"
"10003957","Liverpool John Moores University","1,625","2,315","875","160","0","4,980"
"10003945","The Liverpool Institute for Performing Arts","95","130","20","0","0","240"
"10006842","The University of Liverpool","2,270","3,440","960","165","440","7,275"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0"
"10007820","Grŵp Llandrillo Menai","30","50","25","5","5","110"
"10007162","University of the Arts, London","1,475","1,760","675","65","50","4,025"
"10013109","London Bridge Business Academy","0","0","0","0","0","0"
"10007769","London Business School","0","0","0","0","0","0"
"10030391","London Churchill College Ltd","0","0","0","0","0","0"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0"
"10039082","City and Guilds of London Art School","15","15","0","0","0","30"
"10023434","London School of Commerce & IT Limited","0","0","0","0","0","0"
"10004036","London Film School Limited","0","0","0","0","0","0"
"10015506","The London College UCK","10","35","45","50","0","135"
"10004048","London Metropolitan University","640","585","345","100","0","1,670"
"10032594","London School of Academics Ltd","0","0","0","0","0","0"
"10004078","London South Bank University","775","955","565","115","30","2,445"
"10004063","London School of Economics and Political Science","720","795","55","10","0","1,580"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0"
"10022285","London School of Management Education","5","10","25","10","0","45"
"10004075","London School of Theology","10","30","10","5","0","55"
"10004079","London Studio Centre","40","60","5","0","0","110"
"10062810","The London School of Architecture","0","0","0","0","0","0"
"10008289","The London Institute of Banking & Finance","10","10","10","5","0","40"
"10004035","The Film Education Training Trust Limited","0","0","0","0","0","0"
"10004113","Loughborough University","1,155","1,770","385","30","0","3,340"
"10009612","Luther King House Educational Trust","0","0","0","0","0","5"
"10004180","The Manchester Metropolitan University","2,920","2,860","930","260","0","6,975"
"10007798","The University of Manchester","2,810","2,865","700","150","525","7,055"
"10009527","Istituto Marangoni Limited","35","55","40","10","0","140"
"10023452","The Markfield Institute of Higher Education","5","10","5","0","0","20"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","10","10"
"10020416","Mattersey Hall","5","10","5","0","0","20"
"10030776","St Mellitus College","10","40","15","0","0","65"
"10004320","The Metanoia Institute","5","20","10","0","0","35"
"10004351","Middlesex University","1,365","1,385","540","305","0","3,595"
"10004365","Millennium Performing Arts Ltd","5","15","0","0","0","20"
"10032277","The Minster Centre","0","0","0","0","0","0"
"10004450","Mountview Academy of Theatre Arts","30","55","0","0","0","90"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0"
"10023454","Moorlands College","20","20","5","0","0","50"
"10000216","All Nations Christian College","5","10","0","0","0","15"
"10004538","Nazarene Theological College","0","10","10","0","0","20"
"10030129","Nelson College London Ltd","0","25","55","10","0","95"
"10023456","Newbold College","0","0","0","0","5","5"
"10007799","Newcastle University","1,620","2,800","520","65","345","5,345"
"10048199","New College of the Humanities","25","20","5","0","0","50"
"10007832","Newman University","125","235","120","35","0","510"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","0","0"
"10008397","Norland College","35","40","20","0","0","95"
"10007138","The University of Northampton","670","1,060","580","185","0","2,495"
"10009614","Grŵp NPTC Group","0","0","0","0","0","0"
"10004740","Northern College of Acupuncture","5","5","0","0","0","10"
"10001282","University of Northumbria at Newcastle","1,940","2,180","730","115","0","4,965"
"10004775","Norwich University of the Arts","150","250","130","30","0","565"
"10007154","University of Nottingham","2,390","3,460","820","165","450","7,290"
"10004797","The Nottingham Trent University","1,305","3,655","1,360","120","100","6,540"
"10010227","Oak Hill College","5","20","5","0","0","30"
"10007773","The Open University","340","750","615","400","95","2,200"
"10004930","Oxford Brookes University","945","1,640","460","40","105","3,190"
"10020439","Oxford Business College","0","0","0","0","0","5"
"10007774","The University of Oxford","1,475","1,490","105","15","210","3,295"
"10006243","St Patrick's International College","0","0","0","0","0","0"
"10042570","Pearson College","80","135","55","5","0","280"
"10005127","Plymouth College of Art","75","150","70","15","0","310"
"10007801","University of Plymouth","1,915","1,730","425","35","240","4,340"
"10019178","Point Blank Music School","30","50","15","0","0","100"
"10007155","The University of Portsmouth","1,760","2,660","1,045","155","65","5,685"
"10083476","The Prince's Foundation","0","0","0","0","0","0"
"10005337","Queen Margaret University, Edinburgh","195","350","115","10","105","780"
"10007775","Queen Mary University of London","1,830","1,480","305","100","335","4,050"
"10025197","University Centre Quayside Limited","0","5","0","0","0","5"
"10009292","Royal Academy of Dramatic Art","0","0","0","0","50","50"
"10005544","Royal Academy of Dance","10","15","10","0","0","35"
"10005389","Ravensbourne University London","280","275","130","20","0","705"
"10005470","Richmond, The American International University in London","45","80","50","30","10","215"
"10007802","The University of Reading","1,200","1,935","360","20","0","3,510"
"10003331","Regent's University London","95","185","145","30","0","460"
"10021100","Regents Theological College","5","15","20","5","0","40"
"10008455","Regent College","0","0","0","0","0","0"
"10005500","Robert Gordon University","465","590","295","140","705","2,200"
"10007776","Roehampton University","540","1,085","470","50","0","2,150"
"10005523","Rose Bruford College of Theatre and Performance","65","70","10","0","5","145"
"10007835","Royal Academy of Music","55","25","0","0","0","85"
"10005545","Royal Agricultural University","65","155","65","35","0","325"
"10007777","Royal College of Art","0","0","0","0","0","0"
"10007778","Royal College of Music","0","0","0","0","0","0"
"10005561","Royal Conservatoire of Scotland","45","60","15","10","100","235"
"10007816","The Royal Central School of Speech and Drama","90","95","10","0","0","200"
"10005553","Royal Holloway and Bedford New College","905","1,155","185","5","0","2,250"
"10007837","Royal Northern College of Music","70","55","10","0","0","140"
"10007779","The Royal Veterinary College","25","80","20","5","290","415"
"10007803","The University of St Andrews","655","955","135","15","30","1,785"
"10007839","SAE Education Limited","40","105","60","20","0","225"
"10007782","St George's, University of London","195","260","85","10","300","850"
"10008026","St Mary's University College","20","170","30","0","0","220"
"10007843","St Mary's University, Twickenham","390","395","145","25","0","960"
"10007156","The University of Salford","1,365","1,690","675","130","45","3,900"
"10021256","The Salvation Army","0","0","0","0","0","0"
"10008362","London School of Science and Technology Limited","15","85","90","50","0","240"
"10007780","SOAS University of London","185","335","55","10","0","585"
"10005700","SRUC","15","75","30","30","0","155"
"10005790","Sheffield Hallam University","2,275","2,880","960","200","15","6,335"
"10007157","The University of Sheffield","1,880","2,240","445","115","305","4,985"
"10023458","The Sherwood Psychotherapy Training Institute Limited","10","5","5","0","0","20"
"10006022","Solent University","695","1,075","380","55","0","2,205"
"10007158","The University of Southampton","1,595","2,065","415","40","375","4,485"
"10006093","Spurgeon's College","0","10","5","5","0","20"
"10006299","Staffordshire University","1,095","985","500","175","20","2,780"
"10008098","Study Group","0","0","0","0","0","0"
"10007804","The University of Stirling","260","650","285","40","475","1,705"
"10037449","University of St Mark and St John","190","295","100","10","5","605"
"10008010","Stranmillis University College","45","180","35","5","0","265"
"10007805","The University of Strathclyde","955","1,055","265","170","770","3,210"
"10014001","University of Suffolk","250","380","235","30","10","910"
"10007159","The University of Sunderland","785","1,270","695","155","220","3,120"
"10007160","The University of Surrey","1,090","1,595","480","95","0","3,260"
"10007806","The University of Sussex","1,255","1,795","620","80","80","3,830"
"10007855","Swansea University","1,605","2,045","770","60","100","4,580"
"10007161","Teesside University","1,095","1,160","535","135","0","2,920"
"10008017","Trinity Laban Conservatoire of Music and Dance","95","105","20","5","0","225"
"10007858","University of Wales Trinity Saint David","505","545","275","70","0","1,395"
"10068157","University Centre Peterborough","0","5","0","0","0","5"
"10007114","University of the Highlands and Islands","175","190","70","10","385","830"
"10007807","Ulster University","1,580","2,170","695","55","0","4,500"
"10039956","The University of Law","125","175","65","15","0","380"
"10007784","University College London","3,055","1,935","155","40","305","5,490"
"10007793","University of South Wales","1,305","1,570","745","160","20","3,800"
"10007163","The University of Warwick","1,695","2,210","415","70","175","4,560"
"10007361","Waverley Abbey College","5","5","5","0","0","15"
"10007164","University of the West of England, Bristol","1,325","2,750","1,135","130","170","5,515"
"10007800","The University of the West of Scotland","665","845","280","30","1,410","3,230"
"10032288","West Dean College","0","0","0","0","0","0"
"10006566","The University of West London","770","905","300","55","10","2,040"
"10007165","The University of Westminster","900","1,695","795","120","10","3,515"
"10003614","The University of Winchester","350","1,045","320","60","0","1,775"
"10007166","The University of Wolverhampton","1,155","1,155","515","245","0","3,070"
"10007139","University of Worcester","450","970","520","170","0","2,110"
"10007657","Writtle University College","20","70","45","10","25","170"
"10007713","York St John University","525","780","315","45","0","1,665"
"10007167","The University of York","1,080","1,940","520","85","60","3,685"
