"UKPRN","HE provider","First class honours","Upper second class honours","Lower second class honours","Third class honours/Pass","Unclassified","First degree"
"10001653","Conservatoire for Dance and Drama","75","75","15","0","60","225"
"10007761","Courtauld Institute of Art","10","35","0","0","0","50"
"10034324","Court Theatre Training Company Ltd","0","10","0","0","0","10"
"10001726","Coventry University","1,285","2,470","1,345","190","200","5,480"
"10007822","Cranfield University","0","0","0","0","0","0"
"10006427","University for the Creative Arts","390","520","280","65","0","1,255"
"10007842","University of Cumbria","250","750","450","185","0","1,640"
"10001883","De Montfort University","910","1,735","985","295","60","3,985"
"10007851","University of Derby","765","1,285","800","215","5","3,070"
"10007852","The University of Dundee","425","585","190","20","795","2,015"
"10007143","University of Durham","1,100","2,165","330","50","0","3,645"
"10007789","The University of East Anglia","905","1,390","320","45","175","2,835"
"10007144","The University of East London","505","1,115","785","225","10","2,640"
"10032282","The Queen's Foundation for Ecumenical Theological Education","0","10","5","0","0","20"
"10007823","Edge Hill University","725","1,250","705","165","0","2,845"
"10007772","Edinburgh Napier University","350","990","395","70","945","2,750"
"10007790","The University of Edinburgh","1,135","2,215","475","35","660","4,520"
"10022047","Empire College London Limited","0","0","0","0","0","0"
"10007791","The University of Essex","625","1,225","620","100","10","2,580"
"10002113","East End Computing and Business College Limited","0","0","0","0","0","0"
"10008173","University College of Estate Management","10","45","30","10","0","100"
"10008229","EThames Graduate School Limited","5","10","5","0","0","15"
"10007792","The University of Exeter","1,010","2,710","565","90","100","4,470"
"10008640","Falmouth University","205","625","265","35","0","1,130"
"10033187","Fairfield School of Business Ltd","0","0","0","0","0","0"
"10045476","Met Film School Limited","10","25","5","0","0","45"
"10004511","The National Film and Television School","0","0","0","0","0","0"
"10038763","ForMission Ltd","0","5","5","20","0","35"
"10022087","Futureworks","25","25","25","5","0","80"
"10007762","Glasgow Caledonian University","395","1,265","540","40","1,080","3,325"
"10002681","Glasgow School of Art","65","135","65","60","0","320"
"10007794","The University of Glasgow","850","1,750","450","45","715","3,810"
"10007145","University of Gloucestershire","355","850","375","120","0","1,705"
"10007833","Glyndŵr University","245","430","285","100","25","1,085"
"10002718","Goldsmiths College","250","790","220","20","5","1,285"
"10002735","Grafton College","0","0","0","0","0","0"
"10007146","The University of Greenwich","1,015","1,830","1,155","215","30","4,245"
"10007937","GSM London","65","320","495","205","0","1,085"
"10007825","Guildhall School of Music and Drama","40","80","10","0","5","140"
"10040812","Harper Adams University","55","205","155","20","60","490"
"10007764","Heriot-Watt University","325","680","245","80","225","1,555"
"10007147","University of Hertfordshire","1,005","1,835","1,085","380","0","4,305"
"10007765","Heythrop College","20","70","15","0","0","100"
"10007148","The University of Huddersfield","1,085","1,520","850","255","90","3,795"
"10007149","The University of Hull","640","1,545","820","135","145","3,290"
"10003239","ICON College of Technology and Management","0","0","0","0","0","0"
"10003270","Imperial College of Science, Technology and Medicine","780","880","180","25","370","2,240"
"10035638","Institute of Contemporary Music Performance","50","95","25","20","0","195"
"10029682","The Islamic College","5","0","0","0","0","10"
"10021682","Kaplan Open Learning","0","5","5","0","0","15"
"10007767","Keele University","325","870","470","105","115","1,890"
"10003566","Kensington College of Business","0","0","0","0","0","0"
"10007150","The University of Kent","1,025","2,185","690","130","0","4,035"
"10003645","King's College London","1,100","1,865","430","55","525","3,980"
"10008325","KLC School of Design","0","5","5","5","0","10"
"10003678","Kingston University","975","1,780","1,030","285","35","4,100"
"10009285","Kogan Academy of Dramatic Arts","0","5","0","0","0","5"
"10007768","The University of Lancaster","695","1,430","550","65","5","2,740"
"10003854","Leeds Arts University","75","190","75","10","0","345"
"10003861","Leeds Beckett University","730","2,075","1,290","270","75","4,440"
"10007795","The University of Leeds","1,430","3,160","745","95","395","5,820"
"10003863","Leeds Trinity University","180","435","160","20","20","810"
"10007796","The University of Leicester","560","1,450","580","95","230","2,915"
"10007151","The University of Lincoln","640","1,570","810","240","45","3,310"
"10003956","Liverpool Hope University","150","475","310","45","0","980"
"10003957","Liverpool John Moores University","1,005","2,365","960","190","0","4,525"
"10003945","The Liverpool Institute for Performing Arts","85","130","15","0","0","230"
"10006842","The University of Liverpool","1,255","2,325","875","235","510","5,200"
"10003958","Liverpool School of Tropical Medicine","0","0","0","0","0","0"
"10007162","University of the Arts, London","665","1,695","1,020","320","35","3,735"
"10004060","London School of Business and Finance (UK) Limited","5","5","10","0","0","20"
"10013109","London Bridge Business Academy","0","0","0","0","0","0"
"10007769","London Business School","0","0","0","0","0","0"
"10030391","London Churchill College Ltd","0","0","0","0","0","0"
"10018361","City of London College","0","0","5","20","0","30"
"10007797","University of London (Institutes and activities)","0","0","0","0","0","0"
"10039082","City and Guilds of London Art School","15","10","5","0","0","30"
"10004006","London Centre of Contemporary Music","5","30","20","5","0","55"
"10015506","The London College UCK","15","55","45","35","0","150"
"10004048","London Metropolitan University","350","820","860","310","10","2,350"
"10032594","London School of Academics Ltd","0","0","0","0","0","0"
"10004078","London South Bank University","595","1,055","760","175","70","2,650"
"10004063","London School of Economics and Political Science","395","780","160","30","0","1,365"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0"
"10022285","London School of Management Education","0","0","0","0","0","0"
"10004075","London School of Theology","15","20","10","0","0","45"
"10022944","Stratford College London Limited","0","0","0","0","0","0"
"10004079","London Studio Centre","25","70","5","0","0","100"
"10000939","West London College","0","0","0","0","100","100"
"10008289","The London Institute of Banking & Finance","10","45","40","0","0","100"
"10004113","Loughborough University","760","1,710","535","55","0","3,060"
"10009612","Luther King House Educational Trust","0","0","0","0","0","5"
"10004180","The Manchester Metropolitan University","1,585","3,050","1,630","460","0","6,725"
"10007798","The University of Manchester","1,770","3,405","1,110","325","495","7,105"
"10009527","Istituto Marangoni Limited","25","75","40","5","0","145"
"10023452","The Markfield Institute of Higher Education","5","0","0","0","0","5"
"10023453","Matrix College of Counselling and Psychotherapy Ltd","0","0","0","0","10","10"
"10020416","Mattersey Hall","5","15","10","0","0","30"
"10030776","St Mellitus College","5","35","15","0","0","60"
"10004320","The Metanoia Institute","5","15","5","0","0","25"
"10004351","Middlesex University","870","1,675","925","395","0","3,860"
"10004365","Millennium Performing Arts Ltd","5","5","0","0","0","10"
"10004450","Mountview Academy of Theatre Arts","15","55","10","0","0","80"
"10023777","Mont Rose College of Management and Sciences","0","0","10","5","0","15"
"10023454","Moorlands College","5","30","15","0","0","50"
"10000216","All Nations Christian College","5","15","5","0","0","20"
"10004538","Nazarene Theological College","0","5","5","0","0","10"
"10030129","Nelson College London Ltd","0","0","0","0","0","0"
"10007799","Newcastle University","890","2,470","655","140","340","4,495"
"10048199","New College of the Humanities","10","20","5","0","0","40"
"10007832","Newman University","75","300","165","55","0","590"
"10045289","St Nicholas Montessori Training Limited","0","0","0","0","0","0"
"10008397","Norland College","5","30","20","0","0","60"
"10007138","The University of Northampton","525","1,375","640","200","0","2,740"
"10023130","Nova College of Accounting and Business Ltd","0","0","0","0","0","0"
"10004740","Northern College of Acupuncture","0","15","5","0","0","25"
"10001282","University of Northumbria at Newcastle","1,730","2,910","1,265","320","25","6,250"
"10004775","Norwich University of the Arts","140","220","120","30","0","505"
"10007154","University of Nottingham","1,890","3,435","925","155","450","6,855"
"10004797","The Nottingham Trent University","1,165","2,600","1,400","225","150","5,540"
"10010227","Oak Hill College","5","25","5","0","0","40"
"10004879","Open College of the Arts","0","5","10","0","0","15"
"10007773","The Open University","1,665","3,910","2,950","1,560","1,195","11,285"
"10023445","ICOM","0","5","5","0","0","10"
"10004930","Oxford Brookes University","575","1,820","805","95","150","3,440"
"10020439","Oxford Business College","0","0","0","0","0","0"
"10007774","The University of Oxford","995","1,780","200","20","175","3,170"
"10006243","St Patrick's International College","0","0","0","0","0","0"
"10042570","Pearson College","10","10","5","0","0","25"
"10005127","Plymouth College of Art","50","85","80","20","0","235"
"10007801","University of Plymouth","1,035","2,260","1,225","165","355","5,040"
"10019178","Point Blank Music School","0","0","0","0","0","0"
"10007155","The University of Portsmouth","1,090","2,370","1,065","185","80","4,790"
"10005337","Queen Margaret University, Edinburgh","125","390","140","10","165","825"
"10007775","Queen Mary University of London","735","1,450","490","170","330","3,175"
"10005544","Royal Academy of Dance","5","10","10","5","0","30"
"10005389","Ravensbourne University London","80","285","195","50","0","610"
"10005470","Richmond, The American International University in London","25","60","25","15","0","125"
"10007802","The University of Reading","620","1,485","430","55","5","2,600"
"10003331","Regent's University London","60","225","175","5","10","475"
"10021100","Regents Theological College","10","15","10","5","0","40"
"10008455","Regent College","0","0","0","0","0","0"
"10005500","Robert Gordon University","380","685","395","165","725","2,345"
"10007776","Roehampton University","255","835","460","50","0","1,595"
"10005523","Rose Bruford College of Theatre and Performance","40","115","30","5","0","195"
"10007835","Royal Academy of Music","45","25","0","0","0","70"
"10005545","Royal Agricultural University","35","150","70","15","0","265"
"10007777","Royal College of Art","0","0","0","0","0","0"
"10007778","Royal College of Music","40","50","20","5","0","115"
"10005561","Royal Conservatoire of Scotland","35","60","20","15","90","215"
"10007816","The Royal Central School of Speech and Drama","50","125","20","0","0","200"
"10005553","Royal Holloway and Bedford New College","415","1,140","420","70","0","2,045"
"10007837","Royal Northern College of Music","35","45","5","0","0","85"
"10007779","The Royal Veterinary College","20","55","25","5","240","345"
"10007803","The University of St Andrews","415","885","130","15","40","1,480"
"10007839","SAE Education Limited","50","75","40","65","0","235"
"10007782","St George's, University of London","95","200","85","20","330","730"
"10008026","St Mary's University College","60","120","30","0","0","210"
"10007843","St Mary's University, Twickenham","105","455","320","60","0","945"
"10007156","The University of Salford","1,065","1,495","770","175","95","3,600"
"10021256","The Salvation Army","0","0","0","0","0","0"
"10008362","London School of Science and Technology Limited","5","70","15","5","0","95"
"10007780","SOAS University of London","170","470","115","35","0","790"
"10005700","SRUC","10","50","45","80","0","185"
"10005790","Sheffield Hallam University","1,555","2,965","1,280","355","10","6,165"
"10007157","The University of Sheffield","1,015","2,775","765","180","270","5,010"
"10053279","The Sherwood Institute","10","10","5","0","0","25"
"10005916","Slough Borough Council","10","15","0","0","0","25"
"10006022","Solent University","560","1,100","545","175","0","2,380"
"10007158","The University of Southampton","1,010","2,345","825","95","265","4,545"
"10006093","Spurgeon's College","0","15","10","0","0","25"
"10006299","Staffordshire University","755","1,080","635","310","5","2,780"
"10007804","The University of Stirling","285","550","185","5","415","1,445"
"10037449","University of St Mark and St John","65","285","205","50","0","610"
"10008010","Stranmillis University College","65","145","50","10","0","270"
"10007805","The University of Strathclyde","695","1,240","440","70","295","2,745"
"10014001","University of Suffolk","125","345","295","60","0","820"
"10007159","The University of Sunderland","450","1,480","950","150","105","3,130"
"10007160","The University of Surrey","910","930","305","60","0","2,205"
"10007806","The University of Sussex","640","1,535","510","85","115","2,885"
"10007855","Swansea University","740","1,450","560","55","105","2,910"
"10007161","Teesside University","620","1,235","810","235","0","2,905"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","45","115","30","0","0","190"
"10007858","University of Wales Trinity Saint David","380","765","475","95","0","1,715"
"10007114","University of the Highlands and Islands","80","140","90","25","395","730"
"10007807","Ulster University","995","2,325","1,165","155","0","4,640"
"10039956","The University of Law","5","35","40","5","0","85"
"10007784","University College London","1,480","2,215","420","40","335","4,485"
"10007793","University of South Wales","915","1,810","1,135","245","115","4,225"
"10008574","The University of Wales (central functions)","0","0","0","0","0","0"
"10007163","The University of Warwick","1,035","1,970","500","100","160","3,765"
"10007361","Waverley Abbey College","5","5","5","0","0","15"
"10007164","University of the West of England, Bristol","1,090","2,455","1,125","235","185","5,090"
"10007800","The University of the West of Scotland","335","765","425","45","3,095","4,660"
"10032288","West Dean College","0","0","0","0","0","0"
"10006566","The University of West London","515","775","465","150","125","2,030"
"10007165","The University of Westminster","740","1,865","885","220","20","3,725"
"10003614","The University of Winchester","290","985","360","25","0","1,665"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","0","0"
"10007166","The University of Wolverhampton","840","1,290","865","500","0","3,495"
"10007139","University of Worcester","370","960","560","220","0","2,115"
"10007657","Writtle University College","20","75","55","15","0","170"
"10007713","York St John University","230","705","480","245","0","1,660"
"10007167","The University of York","795","1,840","540","70","110","3,355"
