"UKPRN","HE provider","First class honours","Upper second class honours","Lower second class honours","Third class honours/Pass","Unclassified","First degree"
"10032594","London School of Academics Ltd","0","0","0","0","0","0"
"10004078","London South Bank University","585","1,230","960","230","75","3,080"
"10004063","London School of Economics and Political Science","350","705","130","30","0","1,220"
"10007771","London School of Hygiene and Tropical Medicine","0","0","0","0","0","0"
"10022285","London School of Management Education","0","0","0","0","0","0"
"10004075","London School of Theology","10","25","10","0","0","45"
"10004079","London Studio Centre","30","45","10","0","0","85"
"10000939","West London College","0","0","0","0","135","135"
"10008289","The London Institute of Banking & Finance","5","25","45","5","5","85"
"10004113","Loughborough University","740","1,610","480","45","0","2,880"
"10004180","The Manchester Metropolitan University","1,470","3,065","1,535","370","0","6,435"
"10007798","The University of Manchester","1,655","3,115","1,170","330","485","6,755"
"10020416","Mattersey Hall","5","15","5","0","0","30"
"10030776","St Mellitus College","5","25","5","0","0","40"
"10004351","Middlesex University","840","1,845","1,155","475","0","4,320"
"10004450","Mountview Academy of Theatre Arts","15","65","25","0","0","105"
"10023777","Mont Rose College of Management and Sciences","0","0","0","0","0","0"
"10023454","Moorlands College","15","25","10","0","0","45"
"10004538","Nazarene Theological College","0","10","5","0","0","15"
"10030129","Nelson College London Ltd","0","0","0","0","0","0"
"10007799","Newcastle University","855","2,220","605","100","370","4,155"
"10007832","Newman University","60","255","170","45","0","535"
"10007138","The University of Northampton","485","1,375","735","215","0","2,810"
"10004740","Northern College of Acupuncture","5","15","5","0","0","30"
"10001282","University of Northumbria at Newcastle","1,365","2,735","1,365","420","30","5,920"
"10004775","Norwich University of the Arts","110","210","115","35","0","475"
"10007154","University of Nottingham","1,655","3,630","1,080","185","490","7,030"
"10004797","The Nottingham Trent University","1,110","2,500","1,280","170","125","5,180"
"10007773","The Open University","1,830","4,075","2,885","1,515","1,445","11,750"
"10004930","Oxford Brookes University","530","1,520","630","75","200","2,960"
"10007774","The University of Oxford","990","1,945","210","25","160","3,330"
"10006243","St Patrick's International College","0","0","0","0","0","0"
"10042570","Pearson College","5","5","0","0","0","15"
"10005127","Plymouth College of Art","35","95","70","20","0","215"
"10007801","University of Plymouth","1,070","2,505","1,370","175","340","5,465"
"10007155","The University of Portsmouth","1,105","2,350","1,190","235","80","4,960"
"10005337","Queen Margaret University, Edinburgh","95","370","155","15","155","790"
"10007775","Queen Mary University of London","625","1,295","480","175","410","2,980"
"10005544","Royal Academy of Dance","5","20","10","0","0","30"
"10005389","Ravensbourne University London","85","250","110","25","0","470"
"10005470","Richmond, The American International University in London","20","65","30","10","0","125"
"10007802","The University of Reading","605","1,470","430","65","0","2,575"
"10003331","Regent's University London","50","240","170","5","10","475"
"10021100","Regents Theological College","5","20","15","5","0","40"
"10008455","Regent College","0","0","0","0","0","0"
"10005500","Robert Gordon University","295","560","290","155","795","2,100"
"10007776","Roehampton University","255","790","390","50","0","1,485"
"10005523","Rose Bruford College of Theatre and Performance","35","120","40","10","0","205"
"10007835","Royal Academy of Music","45","35","10","0","0","85"
"10005545","Royal Agricultural University","35","150","85","30","0","295"
"10007777","Royal College of Art","0","0","0","0","0","0"
"10007778","Royal College of Music","40","35","10","0","0","85"
"10005561","Royal Conservatoire of Scotland","20","65","15","5","105","210"
"10007816","The Royal Central School of Speech and Drama","35","140","20","5","0","205"
"10005553","Royal Holloway and Bedford New College","445","1,060","415","70","0","1,990"
"10007837","Royal Northern College of Music","55","70","15","0","5","145"
"10007779","The Royal Veterinary College","15","50","25","5","240","340"
"10007803","The University of St Andrews","415","945","140","20","45","1,565"
"10007839","SAE Education Limited","15","20","15","5","0","60"
"10007782","St George's, University of London","55","210","85","10","335","695"
"10008026","St Mary's University College","60","130","30","0","0","220"
"10007843","St Mary's University, Twickenham","75","475","325","50","0","925"
"10007156","The University of Salford","1,050","1,365","780","190","95","3,480"
"10008362","London School of Science and Technology Limited","0","0","5","0","0","10"
"10007780","SOAS University of London","125","415","115","20","0","675"
"10005700","SRUC","10","55","40","70","0","175"
"10005790","Sheffield Hallam University","1,395","3,365","1,990","465","0","7,205"
"10007157","The University of Sheffield","995","2,470","710","175","305","4,660"
"10005916","Slough Borough Council","0","15","0","0","0","15"
"10006022","Solent University","575","1,180","645","195","0","2,595"
"10007158","The University of Southampton","1,020","2,115","665","100","185","4,085"
"10006299","Staffordshire University","690","1,150","675","225","10","2,755"
"10007804","The University of Stirling","265","425","125","5","410","1,235"
"10037449","University of St Mark and St John","95","260","195","35","0","585"
"10008010","Stranmillis University College","45","155","50","5","0","255"
"10007805","The University of Strathclyde","595","1,230","455","70","330","2,675"
"10014001","University of Suffolk","120","325","335","80","0","865"
"10007159","The University of Sunderland","410","1,430","1,275","255","150","3,520"
"10007160","The University of Surrey","725","1,000","340","75","0","2,145"
"10007806","The University of Sussex","620","1,600","495","90","95","2,905"
"10007855","Swansea University","670","1,230","505","90","100","2,595"
"10032299","Tech Music Schools","30","95","30","5","0","160"
"10007161","Teesside University","500","1,150","915","295","10","2,875"
"10037822","Tottenham Hotspur Foundation","0","0","0","0","0","0"
"10008017","Trinity Laban Conservatoire of Music and Dance","45","105","20","0","0","170"
"10007858","University of Wales Trinity Saint David","205","680","645","200","35","1,760"
"10007114","University of the Highlands and Islands","75","110","100","50","350","685"
"10007807","Ulster University","815","2,250","1,325","260","0","4,655"
"10039956","The University of Law","15","60","30","10","0","120"
"10007784","University College London","1,335","1,915","345","40","345","3,975"
"10007793","University of South Wales","825","1,995","1,240","295","90","4,445"
"10007163","The University of Warwick","1,085","1,725","470","115","175","3,570"
"10007164","University of the West of England, Bristol","1,145","2,570","1,185","205","215","5,320"
"10007800","The University of the West of Scotland","225","765","460","60","3,040","4,555"
"10006566","The University of West London","400","820","585","230","105","2,140"
"10007165","The University of Westminster","590","1,765","865","210","0","3,435"
"10003614","The University of Winchester","245","985","330","30","0","1,590"
"10023290","West London College of Business and Management Sciences Limited","0","0","0","0","0","0"
"10007166","The University of Wolverhampton","890","1,355","960","500","0","3,705"
"10007139","University of Worcester","280","1,000","520","145","0","1,945"
"10007657","Writtle University College","20","75","65","25","0","180"
"10007713","York St John University","220","725","455","195","0","1,595"
"10007167","The University of York","800","1,745","505","110","75","3,235"
